n,Heap (Cache),Tournament Tree (Cache)
8091,736,769
8092,731,771
8093,737,773
8094,733,770
8095,737,769
8096,728,765
8097,726,766
8098,727,766
8099,727,763
8100,730,766
8101,730,765
8102,725,763
8103,729,767
8104,729,767
8105,730,765
8106,735,770
8107,732,775
8108,732,769
8109,734,771
8110,733,765
8111,726,766
8112,731,766
8113,739,772
8114,738,771
8115,734,764
8116,738,776
8117,736,771
8118,735,767
8119,738,764
8120,734,764
8121,743,768
8122,734,768
8123,738,770
8124,737,775
8125,730,770
8126,736,769
8127,745,780
8128,740,774
8129,730,771
8130,730,773
8131,733,770
8132,735,768
8133,744,774
8134,740,773
8135,742,771
8136,736,767
8137,744,767
8138,743,772
8139,738,777
8140,732,776
8141,736,781
8142,740,774
8143,741,774
8144,740,773
8145,736,769
8146,738,776
8147,738,771
8148,737,778
8149,748,775
8150,738,784
8151,743,780
8152,743,775
8153,739,775
8154,742,783
8155,740,779
8156,746,779
8157,752,778
8158,744,778
8159,745,795
8160,744,777
8161,742,776
8162,743,782
8163,754,774
8164,739,777
8165,747,779
8166,741,775
8167,740,773
8168,744,776
8169,740,777
8170,754,777
8171,742,787
8172,752,777
8173,744,780
8174,751,780
8175,744,778
8176,742,777
8177,738,777
8178,740,782
8179,746,778
8180,744,774
8181,742,775
8182,752,779
8183,744,780
8184,745,782
8185,752,780
8186,745,779
8187,747,778
8188,746,787
8189,752,780
8190,756,786
8191,752,783
8192,748,779
8193,761,780
8194,744,780
8195,743,780
8196,744,784
8197,744,787
8198,750,785
8199,756,783
8200,747,785
8201,754,785
8202,751,786
8203,749,793
8204,752,788
8205,755,784
8206,747,786
8207,753,786
8208,759,794
8209,763,793
8210,752,780
8211,747,783
8212,747,791
8213,753,786
8214,754,786
8215,746,782
8216,747,792
8217,751,793
8218,758,786
8219,748,787
8220,750,786
8221,754,788
8222,751,787
8223,749,785
8224,751,789
8225,751,784
8226,754,792
8227,747,782
8228,751,791
8229,748,788
8230,751,789
8231,755,786
8232,748,788
8233,751,783
8234,749,783
8235,753,782
8236,750,785
8237,754,786
8238,749,785
8239,763,792
8240,753,786
8241,756,791
8242,756,790
8243,753,784
8244,754,790
8245,759,792
8246,771,792
8247,752,785
8248,748,791
8249,754,786
8250,754,791
8251,753,790
8252,754,789
8253,755,790
8254,756,791
8255,753,788
8256,750,789
8257,764,785
8258,753,791
8259,756,790
8260,753,783
8261,766,794
8262,753,790
8263,757,792
8264,751,785
8265,751,788
8266,753,793
8267,748,793
8268,746,784
8269,747,788
8270,751,788
8271,756,791
8272,754,791
8273,749,784
8274,755,787
8275,749,785
8276,757,791
8277,760,798
8278,757,790
8279,754,795
8280,756,795
8281,761,796
8282,756,791
8283,763,792
8284,756,793
8285,762,796
8286,760,791
8287,754,786
8288,755,791
8289,757,791
8290,756,792
8291,760,795
8292,759,791
8293,759,794
8294,764,800
8295,757,795
8296,755,789
8297,757,793
8298,757,796
8299,757,790
8300,754,790
8301,760,797
8302,759,794
8303,761,790
8304,757,792
8305,760,792
8306,761,790
8307,767,790
8308,762,795
8309,759,787
8310,764,795
8311,766,796
8312,762,801
8313,768,802
8314,766,798
8315,762,798
8316,765,803
8317,766,801
8318,764,802
8319,763,797
8320,759,799
8321,762,795
8322,761,796
8323,756,793
8324,759,798
8325,760,798
8326,767,799
8327,766,798
8328,762,796
8329,765,804
8330,765,800
8331,768,800
8332,765,801
8333,768,802
8334,769,793
8335,760,794
8336,760,812
8337,763,794
8338,760,796
8339,766,815
8340,760,796
8341,760,799
8342,767,798
8343,763,800
8344,770,798
8345,768,804
8346,766,807
8347,765,806
8348,766,805
8349,763,804
8350,767,803
8351,761,804
8352,765,800
8353,769,801
8354,762,804
8355,765,802
8356,763,797
8357,767,796
8358,765,794
8359,765,801
8360,771,801
8361,766,805
8362,762,800
8363,763,796
8364,766,799
8365,765,804
8366,774,802
8367,762,800
8368,770,804
8369,763,798
8370,766,798
8371,766,810
8372,769,808
8373,758,803
8374,769,798
8375,771,803
8376,765,799
8377,766,801
8378,764,803
8379,762,805
8380,771,803
8381,779,806
8382,766,803
8383,771,798
8384,765,797
8385,770,799
8386,764,808
8387,763,804
8388,770,804
8389,771,808
8390,776,819
8391,768,810
8392,775,805
8393,773,811
8394,777,808
8395,770,804
8396,776,808
8397,774,810
8398,767,807
8399,773,805
8400,769,805
8401,771,806
8402,777,803
8403,777,803
8404,773,806
8405,775,805
8406,775,809
8407,781,814
8408,774,803
8409,769,809
8410,774,802
8411,784,805
8412,767,809
8413,771,806
8414,781,806
8415,772,810
8416,775,811
8417,776,809
8418,772,807
8419,780,803
8420,772,805
8421,776,805
8422,775,807
8423,772,805
8424,769,820
8425,775,812
8426,777,807
8427,773,807
8428,768,811
8429,775,810
8430,773,811
8431,788,811
8432,779,806
8433,775,812
8434,783,815
8435,778,809
8436,787,811
8437,776,806
8438,775,815
8439,779,811
8440,797,809
8441,780,809
8442,777,810
8443,773,816
8444,776,810
8445,780,812
8446,778,815
8447,782,812
8448,776,813
8449,782,818
8450,776,822
8451,793,819
8452,784,814
8453,773,809
8454,779,811
8455,776,809
8456,773,814
8457,772,817
8458,779,814
8459,777,815
8460,781,820
8461,788,817
8462,783,812
8463,777,815
8464,781,813
8465,793,810
8466,779,813
8467,778,817
8468,780,814
8469,785,820
8470,790,831
8471,783,813
8472,777,816
8473,785,818
8474,790,826
8475,790,817
8476,782,815
8477,787,816
8478,790,824
8479,783,816
8480,785,821
8481,784,818
8482,785,826
8483,774,808
8484,784,816
8485,783,826
8486,781,821
8487,781,817
8488,785,820
8489,784,832
8490,783,817
8491,784,816
8492,776,824
8493,781,811
8494,781,814
8495,780,822
8496,785,818
8497,782,815
8498,786,818
8499,799,816
8500,783,823
8501,792,829
8502,788,814
8503,785,816
8504,784,818
8505,787,815
8506,785,814
8507,783,812
8508,780,817
8509,789,825
8510,787,820
8511,785,818
8512,781,817
8513,783,816
8514,785,821
8515,781,818
8516,784,816
8517,786,818
8518,784,819
8519,790,817
8520,792,820
8521,786,817
8522,779,818
8523,789,821
8524,779,813
8525,781,817
8526,780,817
8527,784,824
8528,787,824
8529,792,819
8530,787,824
8531,786,825
8532,788,819
8533,786,817
8534,782,821
8535,787,823
8536,791,821
8537,798,832
8538,790,823
8539,787,822
8540,789,820
8541,794,829
8542,790,819
8543,793,823
8544,787,826
8545,791,821
8546,790,824
8547,789,822
8548,793,824
8549,796,822
8550,797,827
8551,798,824
8552,797,824
8553,789,822
8554,794,826
8555,796,828
8556,800,822
8557,800,826
8558,794,825
8559,795,826
8560,786,831
8561,798,833
8562,791,822
8563,793,827
8564,794,822
8565,792,830
8566,794,821
8567,792,825
8568,794,830
8569,794,827
8570,794,842
8571,798,830
8572,800,828
8573,794,831
8574,795,828
8575,800,825
8576,794,831
8577,799,831
8578,794,823
8579,789,825
8580,790,824
8581,787,821
8582,794,831
8583,790,821
8584,789,827
8585,797,831
8586,789,820
8587,788,820
8588,796,829
8589,793,823
8590,800,831
8591,796,827
8592,794,825
8593,796,834
8594,793,824
8595,794,827
8596,793,829
8597,797,828
8598,796,834
8599,812,835
8600,798,829
8601,799,829
8602,794,831
8603,795,834
8604,793,827
8605,792,826
8606,796,829
8607,798,844
8608,797,829
8609,802,838
8610,797,830
8611,792,829
8612,799,835
8613,804,834
8614,808,838
8615,799,831
8616,803,834
8617,809,831
8618,805,834
8619,799,831
8620,805,842
8621,808,839
8622,809,836
8623,807,833
8624,804,840
8625,804,841
8626,805,836
8627,799,834
8628,801,832
8629,801,834
8630,792,828
8631,796,832
8632,798,826
8633,802,832
8634,800,826
8635,798,830
8636,795,833
8637,801,835
8638,808,835
8639,810,838
8640,810,832
8641,796,832
8642,801,837
8643,805,838
8644,809,836
8645,804,849
8646,812,843
8647,809,841
8648,803,835
8649,828,846
8650,804,832
8651,803,834
8652,812,836
8653,800,836
8654,803,841
8655,806,837
8656,807,838
8657,803,833
8658,803,836
8659,803,835
8660,811,842
8661,803,836
8662,806,837
8663,808,839
8664,809,835
8665,806,836
8666,804,840
8667,806,832
8668,804,837
8669,805,839
8670,809,840
8671,806,837
8672,799,837
8673,800,833
8674,808,839
8675,803,835
8676,807,837
8677,800,841
8678,801,837
8679,806,838
8680,806,837
8681,809,837
8682,811,840
8683,811,839
8684,813,846
8685,803,837
8686,809,836
8687,805,836
8688,804,834
8689,801,840
8690,807,841
8691,810,838
8692,805,842
8693,822,846
8694,811,845
8695,810,840
8696,810,840
8697,814,838
8698,808,842
8699,812,851
8700,813,846
8701,818,849
8702,817,847
8703,817,845
8704,815,845
8705,812,849
8706,812,838
8707,811,845
8708,810,849
8709,818,839
8710,815,840
8711,810,843
8712,810,843
8713,819,847
8714,814,848
8715,813,854
8716,813,843
8717,816,840
8718,808,846
8719,817,844
8720,813,849
8721,820,856
8722,811,841
8723,814,846
8724,816,844
8725,811,843
8726,821,843
8727,817,848
8728,812,846
8729,813,841
8730,826,848
8731,808,848
8732,814,841
8733,816,842
8734,806,841
8735,813,847
8736,809,848
8737,831,849
8738,820,849
8739,823,846
8740,811,847
8741,817,850
8742,814,853
8743,821,844
8744,814,846
8745,815,847
8746,822,842
8747,815,849
8748,826,845
8749,820,849
8750,821,844
8751,814,844
8752,818,850
8753,820,849
8754,813,843
8755,817,849
8756,821,846
8757,819,853
8758,825,851
8759,817,848
8760,821,844
8761,814,851
8762,821,848
8763,817,853
8764,816,847
8765,814,847
8766,815,843
8767,815,849
8768,815,849
8769,829,854
8770,819,849
8771,815,847
8772,814,853
8773,820,855
8774,829,859
8775,826,857
8776,830,855
8777,823,851
8778,823,854
8779,822,862
8780,824,849
8781,820,854
8782,825,851
8783,819,848
8784,818,857
8785,820,855
8786,824,853
8787,828,844
8788,823,853
8789,820,847
8790,822,852
8791,822,856
8792,823,858
8793,818,856
8794,824,855
8795,822,857
8796,831,858
8797,820,854
8798,823,856
8799,820,855
8800,821,852
8801,818,855
8802,823,857
8803,825,856
8804,827,858
8805,828,858
8806,830,859
8807,821,857
8808,824,858
8809,830,863
8810,824,859
8811,823,851
8812,819,854
8813,823,863
8814,825,856
8815,824,856
8816,820,851
8817,831,860
8818,829,859
8819,821,872
8820,823,851
8821,823,857
8822,837,858
8823,827,857
8824,823,855
8825,829,858
8826,829,855
8827,823,854
8828,838,863
8829,830,861
8830,827,857
8831,826,857
8832,826,860
8833,832,864
8834,825,852
8835,830,854
8836,829,852
8837,828,857
8838,831,864
8839,836,861
8840,830,867
8841,833,862
8842,828,857
8843,834,873
8844,829,869
8845,824,857
8846,827,859
8847,834,859
8848,825,862
8849,827,862
8850,826,868
8851,832,862
8852,831,857
8853,835,860
8854,835,861
8855,824,859
8856,821,861
8857,833,859
8858,829,861
8859,832,862
8860,829,865
8861,835,863
8862,838,859
8863,837,859
8864,824,856
8865,835,864
8866,845,865
8867,829,859
8868,821,859
8869,830,863
8870,830,864
8871,836,861
8872,834,865
8873,830,861
8874,839,871
8875,834,862
8876,833,864
8877,834,864
8878,829,867
8879,840,866
8880,830,863
8881,826,861
8882,824,863
8883,833,863
8884,835,869
8885,846,866
8886,832,872
8887,834,866
8888,828,861
8889,831,860
8890,830,863
8891,832,862
8892,830,868
8893,835,867
8894,843,867
8895,834,872
8896,835,862
8897,829,858
8898,830,862
8899,830,859
8900,830,876
8901,842,864
8902,834,868
8903,843,876
8904,831,863
8905,827,862
8906,830,870
8907,834,867
8908,844,870
8909,838,867
8910,838,868
8911,834,872
8912,835,868
8913,840,869
8914,835,871
8915,846,877
8916,841,870
8917,843,871
8918,834,869
8919,836,868
8920,840,867
8921,843,872
8922,842,875
8923,834,866
8924,842,870
8925,836,873
8926,837,871
8927,845,871
8928,844,868
8929,837,867
8930,842,870
8931,841,867
8932,840,870
8933,844,873
8934,848,877
8935,848,877
8936,849,887
8937,851,879
8938,853,877
8939,855,876
8940,845,872
8941,843,870
8942,849,873
8943,838,870
8944,847,873
8945,837,878
8946,847,881
8947,846,871
8948,843,874
8949,843,867
8950,841,876
8951,839,875
8952,851,882
8953,840,874
8954,846,870
8955,842,873
8956,841,876
8957,841,875
8958,839,875
8959,849,877
8960,847,870
8961,839,873
8962,841,871
8963,843,881
8964,852,880
8965,844,879
8966,844,877
8967,854,873
8968,845,868
8969,842,871
8970,847,877
8971,848,877
8972,843,875
8973,841,882
8974,842,880
8975,849,877
8976,850,875
8977,850,873
8978,849,878
8979,846,877
8980,853,880
8981,849,881
8982,843,880
8983,847,875
8984,847,880
8985,847,882
8986,846,881
8987,852,878
8988,849,880
8989,856,879
8990,847,882
8991,847,888
8992,851,877
8993,848,878
8994,846,873
8995,850,878
8996,850,877
8997,852,879
8998,854,878
8999,847,880
9000,852,877
9001,847,879
9002,849,881
9003,851,881
9004,857,880
9005,854,876
9006,843,877
9007,847,880
9008,854,879
9009,852,887
9010,845,874
9011,849,878
9012,845,873
9013,850,881
9014,851,878
9015,855,880
9016,848,879
9017,845,879
9018,855,888
9019,848,880
9020,853,887
9021,862,884
9022,850,877
9023,857,883
9024,871,879
9025,857,884
9026,853,883
9027,860,878
9028,852,878
9029,861,883
9030,866,885
9031,847,878
9032,849,881
9033,857,883
9034,850,881
9035,861,885
9036,848,883
9037,852,879
9038,851,894
9039,849,884
9040,856,894
9041,864,886
9042,858,890
9043,859,886
9044,860,888
9045,860,888
9046,857,891
9047,865,904
9048,853,892
9049,864,886
9050,856,892
9051,858,885
9052,863,887
9053,856,888
9054,865,892
9055,877,893
9056,861,885
9057,856,887
9058,875,890
9059,855,883
9060,862,886
9061,855,886
9062,858,884
9063,859,886
9064,859,891
9065,858,886
9066,866,892
9067,859,898
9068,865,889
9069,862,888
9070,860,893
9071,870,892
9072,859,891
9073,856,895
9074,860,890
9075,861,895
9076,858,894
9077,860,889
9078,873,896
9079,862,891
9080,879,897
9081,856,887
9082,871,889
9083,864,891
9084,862,891
9085,867,902
9086,861,890
9087,866,894
9088,863,889
9089,869,893
9090,869,887
9091,868,890
9092,861,893
9093,868,897
9094,862,894
9095,864,884
9096,855,887
9097,857,889
9098,859,892
9099,875,898
9100,863,891
9101,860,888
9102,861,888
9103,862,889
9104,869,893
9105,864,896
9106,866,898
9107,870,896
9108,869,894
9109,863,897
9110,868,892
9111,864,897
9112,864,888
9113,860,889
9114,870,891
9115,859,893
9116,871,897
9117,868,892
9118,867,892
9119,860,895
9120,869,893
9121,861,895
9122,866,890
9123,864,897
9124,867,894
9125,868,894
9126,862,887
9127,866,897
9128,869,892
9129,871,899
9130,871,896
9131,866,893
9132,869,902
9133,877,897
9134,869,898
9135,866,889
9136,864,888
9137,869,900
9138,868,897
9139,866,893
9140,868,894
9141,868,903
9142,871,893
9143,865,898
9144,880,904
9145,881,899
9146,875,902
9147,874,908
9148,869,895
9149,867,900
9150,871,898
9151,877,900
9152,862,898
9153,865,895
9154,872,899
9155,869,901
9156,871,900
9157,873,897
9158,868,901
9159,874,901
9160,871,900
9161,865,900
9162,866,898
9163,871,894
9164,871,895
9165,870,892
9166,869,897
9167,869,904
9168,869,892
9169,869,898
9170,874,899
9171,869,903
9172,875,903
9173,875,907
9174,872,899
9175,866,892
9176,867,894
9177,882,903
9178,873,900
9179,875,901
9180,878,901
9181,872,899
9182,871,906
9183,866,892
9184,865,898
9185,879,902
9186,875,903
9187,877,904
9188,884,905
9189,877,901
9190,874,904
9191,879,905
9192,881,908
9193,884,906
9194,882,909
9195,884,909
9196,881,905
9197,873,903
9198,877,907
9199,874,905
9200,884,906
9201,879,901
9202,879,907
9203,879,905
9204,887,905
9205,878,899
9206,877,904
9207,874,903
9208,876,908
9209,876,905
9210,878,911
9211,881,903
9212,875,905
9213,877,910
9214,881,911
9215,882,907
9216,877,904
9217,877,915
9218,879,907
9219,884,903
9220,887,907
9221,878,909
9222,882,905
9223,875,902
9224,889,903
9225,881,909
9226,877,910
9227,877,907
9228,886,907
9229,881,901
9230,879,904
9231,883,908
9232,869,906
9233,876,906
9234,882,909
9235,877,908
9236,878,909
9237,875,908
9238,886,914
9239,878,907
9240,882,921
9241,885,918
9242,875,905
9243,881,911
9244,879,910
9245,885,908
9246,877,908
9247,875,908
9248,888,912
9249,889,919
9250,893,907
9251,883,911
9252,877,900
9253,883,910
9254,885,910
9255,879,904
9256,878,906
9257,880,908
9258,873,911
9259,884,911
9260,884,909
9261,881,908
9262,880,907
9263,885,915
9264,878,907
9265,882,913
9266,881,907
9267,878,917
9268,881,908
9269,883,914
9270,896,920
9271,890,911
9272,884,914
9273,889,916
9274,889,910
9275,893,920
9276,891,920
9277,884,914
9278,889,910
9279,897,909
9280,893,912
9281,888,914
9282,883,919
9283,889,914
9284,890,917
9285,888,916
9286,890,917
9287,892,918
9288,890,912
9289,885,918
9290,892,913
9291,889,914
9292,888,923
9293,889,913
9294,884,918
9295,893,920
9296,884,913
9297,893,913
9298,890,916
9299,892,912
9300,885,914
9301,889,914
9302,890,917
9303,893,915
9304,891,922
9305,892,921
9306,894,923
9307,899,921
9308,890,918
9309,897,922
9310,897,912
9311,893,922
9312,891,924
9313,897,921
9314,899,922
9315,896,920
9316,891,915
9317,898,924
9318,892,919
9319,898,915
9320,898,919
9321,895,920
9322,890,919
9323,890,918
9324,901,923
9325,896,925
9326,893,917
9327,893,917
9328,900,917
9329,891,917
9330,895,922
9331,905,924
9332,892,926
9333,899,925
9334,890,923
9335,889,924
9336,896,921
9337,891,916
9338,893,927
9339,890,920
9340,893,932
9341,899,919
9342,891,915
9343,895,920
9344,895,924
9345,903,919
9346,894,918
9347,890,923
9348,895,924
9349,895,921
9350,908,932
9351,899,929
9352,903,921
9353,903,931
9354,899,927
9355,899,925
9356,892,916
9357,895,923
9358,904,922
9359,901,928
9360,900,929
9361,893,918
9362,905,929
9363,912,922
9364,901,925
9365,897,923
9366,902,924
9367,901,933
9368,900,923
9369,910,926
9370,900,922
9371,901,928
9372,900,925
9373,896,938
9374,907,929
9375,899,927
9376,904,930
9377,904,930
9378,895,924
9379,905,929
9380,896,931
9381,907,932
9382,910,935
9383,905,936
9384,906,939
9385,904,931
9386,911,930
9387,899,931
9388,909,933
9389,906,933
9390,907,933
9391,913,931
9392,907,927
9393,901,929
9394,897,927
9395,905,927
9396,902,928
9397,908,929
9398,905,926
9399,904,932
9400,909,930
9401,910,935
9402,912,941
9403,909,938
9404,908,938
9405,913,934
9406,899,933
9407,902,922
9408,903,926
9409,907,927
9410,911,933
9411,903,926
9412,905,934
9413,912,930
9414,907,929
9415,905,929
9416,909,930
9417,903,927
9418,905,934
9419,907,943
9420,904,932
9421,909,932
9422,911,934
9423,907,930
9424,909,929
9425,906,927
9426,903,942
9427,914,932
9428,905,930
9429,903,931
9430,909,933
9431,914,931
9432,905,935
9433,910,951
9434,912,931
9435,907,937
9436,921,937
9437,913,935
9438,906,939
9439,918,932
9440,908,934
9441,906,932
9442,911,932
9443,912,935
9444,909,938
9445,914,941
9446,911,933
9447,912,939
9448,912,934
9449,910,938
9450,914,936
9451,910,939
9452,914,940
9453,916,942
9454,905,936
9455,911,934
9456,918,937
9457,911,932
9458,917,942
9459,911,936
9460,912,936
9461,906,935
9462,905,931
9463,911,942
9464,910,933
9465,912,936
9466,913,932
9467,910,939
9468,908,932
9469,914,938
9470,909,937
9471,913,937
9472,911,936
9473,909,935
9474,913,936
9475,917,942
9476,908,939
9477,910,939
9478,912,950
9479,916,937
9480,912,943
9481,917,945
9482,917,943
9483,915,939
9484,930,942
9485,916,939
9486,919,940
9487,916,940
9488,913,939
9489,915,942
9490,921,941
9491,918,941
9492,921,941
9493,916,943
9494,914,944
9495,918,935
9496,912,941
9497,912,941
9498,916,947
9499,910,942
9500,915,944
9501,921,945
9502,914,956
9503,927,941
9504,911,937
9505,922,947
9506,914,949
9507,927,947
9508,918,940
9509,916,944
9510,915,944
9511,915,942
9512,919,943
9513,919,942
9514,912,942
9515,916,946
9516,914,946
9517,913,941
9518,913,942
9519,927,948
9520,918,950
9521,918,942
9522,918,941
9523,917,943
9524,922,956
9525,925,945
9526,916,945
9527,914,940
9528,915,947
9529,926,949
9530,917,948
9531,933,949
9532,924,946
9533,920,946
9534,934,951
9535,929,948
9536,920,941
9537,933,949
9538,922,944
9539,927,943
9540,930,948
9541,921,952
9542,929,948
9543,929,952
9544,927,947
9545,925,950
9546,920,946
9547,928,951
9548,921,949
9549,934,955
9550,936,953
9551,935,950
9552,922,946
9553,922,958
9554,928,950
9555,923,944
9556,927,943
9557,917,954
9558,921,951
9559,931,961
9560,925,947
9561,927,948
9562,926,952
9563,923,945
9564,922,945
9565,916,942
9566,933,953
9567,939,957
9568,927,951
9569,933,956
9570,939,962
9571,923,959
9572,926,953
9573,922,950
9574,919,949
9575,926,949
9576,921,948
9577,925,952
9578,926,955
9579,930,958
9580,920,948
9581,922,952
9582,924,953
9583,923,954
9584,927,959
9585,926,952
9586,929,952
9587,922,953
9588,927,957
9589,929,954
9590,921,955
9591,932,950
9592,931,956
9593,925,953
9594,927,948
9595,919,945
9596,924,960
9597,929,951
9598,930,952
9599,933,957
9600,925,954
9601,930,954
9602,927,954
9603,919,947
9604,924,957
9605,930,959
9606,933,953
9607,936,961
9608,928,961
9609,929,953
9610,927,957
9611,926,948
9612,930,957
9613,931,956
9614,932,954
9615,934,953
9616,935,956
9617,927,952
9618,928,954
9619,935,960
9620,930,952
9621,935,959
9622,945,953
9623,929,950
9624,937,968
9625,942,957
9626,928,958
9627,940,957
9628,934,957
9629,931,952
9630,938,956
9631,932,954
9632,933,961
9633,933,964
9634,933,959
9635,935,958
9636,944,961
9637,936,961
9638,945,966
9639,947,954
9640,934,956
9641,933,959
9642,937,967
9643,938,961
9644,940,969
9645,936,955
9646,932,959
9647,937,956
9648,929,956
9649,931,962
9650,931,955
9651,936,957
9652,939,955
9653,939,955
9654,936,958
9655,938,966
9656,938,961
9657,937,961
9658,940,958
9659,928,957
9660,940,957
9661,930,960
9662,941,960
9663,936,965
9664,929,958
9665,929,958
9666,930,958
9667,936,963
9668,937,963
9669,929,958
9670,936,963
9671,931,970
9672,937,962
9673,934,954
9674,934,965
9675,940,962
9676,934,959
9677,937,960
9678,933,966
9679,934,958
9680,929,960
9681,942,968
9682,937,964
9683,938,974
9684,945,967
9685,951,968
9686,944,972
9687,943,964
9688,947,969
9689,955,965
9690,952,969
9691,943,963
9692,951,971
9693,949,1021
9694,986,997
9695,995,1078
9696,990,1015
9697,989,969
9698,948,947
9699,924,946
9700,931,940
9701,962,966
9702,974,985
9703,1034,978
9704,945,973
9705,1019,1041
9706,1103,1033
9707,941,965
9708,969,1036
9709,1028,1061
9710,977,1020
9711,952,975
9712,942,1016
9713,958,996
9714,959,970
9715,952,977
9716,948,979
9717,947,973
9718,950,982
9719,954,978
9720,957,972
9721,1018,1052
9722,960,959
9723,916,954
9724,922,949
9725,930,939
9726,945,957
9727,920,945
9728,917,950
9729,918,938
9730,920,948
9731,916,937
9732,919,944
9733,924,945
9734,918,942
9735,917,938
9736,919,946
9737,918,949
9738,920,943
9739,921,940
9740,919,939
9741,917,937
9742,921,943
9743,918,936
9744,919,944
9745,921,939
9746,923,945
9747,913,936
9748,916,942
9749,920,940
9750,923,940
9751,919,945
9752,924,944
9753,920,945
9754,921,941
9755,921,937
9756,920,938
9757,921,938
9758,921,942
9759,920,941
9760,921,940
9761,927,948
9762,922,942
9763,922,942
9764,921,942
9765,918,940
9766,920,943
9767,921,944
9768,919,944
9769,921,944
9770,922,941
9771,922,945
9772,923,939
9773,920,943
9774,919,945
9775,921,941
9776,922,938
9777,923,941
9778,926,943
9779,926,942
9780,928,943
9781,920,941
9782,920,944
9783,918,941
9784,920,946
9785,923,946
9786,919,943
9787,921,944
9788,921,945
9789,923,940
9790,930,945
9791,924,941
9792,926,943
9793,923,944
9794,921,939
9795,929,944
9796,926,942
9797,928,949
9798,921,942
9799,921,946
9800,927,946
9801,929,943
9802,924,949
9803,927,951
9804,924,948
9805,926,946
9806,934,946
9807,927,942
9808,925,944
9809,922,944
9810,930,964
9811,986,1011
9812,965,980
9813,949,979
9814,952,980
9815,952,976
9816,951,975
9817,955,984
9818,955,981
9819,958,980
9820,946,1000
9821,956,981
9822,958,974
9823,954,979
9824,967,988
9825,958,984
9826,956,982
9827,954,978
9828,953,987
9829,949,987
9830,960,1004
9831,1008,1013
9832,1096,1104
9833,1035,1006
9834,985,1052
9835,994,1045
9836,961,986
9837,960,984
9838,954,983
9839,957,978
9840,962,984
9841,949,986
9842,956,980
9843,953,986
9844,957,981
9845,960,993
9846,959,981
9847,956,988
9848,961,986
9849,957,987
9850,958,988
9851,961,982
9852,955,988
9853,957,981
9854,962,985
9855,961,988
9856,966,991
9857,968,987
9858,960,986
9859,971,989
9860,959,991
9861,971,992
9862,968,984
9863,959,989
9864,962,998
9865,963,987
9866,966,983
9867,962,984
9868,955,997
9869,966,989
9870,971,986
9871,964,982
9872,960,982
9873,973,983
9874,967,989
9875,964,990
9876,963,990
9877,963,994
9878,965,988
9879,975,989
9880,969,989
9881,961,987
9882,965,990
9883,956,982
9884,964,985
9885,967,989
9886,963,987
9887,959,992
9888,974,987
9889,972,990
9890,968,988
9891,969,989
9892,972,987
9893,972,992
9894,966,988
9895,968,991
9896,968,997
9897,959,986
9898,961,993
9899,964,994
9900,969,990
9901,968,991
9902,969,994
9903,966,991
9904,975,992
9905,972,988
9906,970,993
9907,968,991
9908,959,988
9909,965,992
9910,973,993
9911,969,991
9912,973,993
9913,974,998
9914,974,994
9915,970,991
9916,959,991
9917,968,991
9918,966,993
9919,966,989
9920,960,983
9921,966,989
9922,969,991
9923,968,990
9924,962,989
9925,972,989
9926,964,993
9927,978,989
9928,969,995
9929,970,993
9930,968,996
9931,970,995
9932,966,982
9933,943,1057
9934,1051,1021
9935,993,1036
9936,1027,1053
9937,970,1001
9938,1026,1003
9939,961,995
9940,978,1009
9941,975,998
9942,967,1000
9943,975,1001
9944,981,999
9945,972,995
9946,975,1006
9947,980,998
9948,983,1003
9949,983,1000
9950,972,999
9951,958,992
9952,973,1002
9953,973,1003
9954,971,994
9955,968,994
9956,972,999
9957,964,994
9958,969,995
9959,969,997
9960,974,997
9961,981,996
9962,968,1010
9963,985,1002
9964,975,1003
9965,975,998
9966,975,999
9967,974,995
9968,976,998
9969,975,999
9970,967,1001
9971,972,1007
9972,977,1003
9973,971,1000
9974,980,1003
9975,978,1005
9976,980,1008
9977,976,1002
9978,971,997
9979,971,1001
9980,975,1004
9981,971,1000
9982,976,1005
9983,973,1001
9984,973,1003
9985,980,1002
9986,976,1002
9987,970,1000
9988,981,1007
9989,975,1017
9990,983,1001
9991,972,1008
9992,978,1011
9993,979,1007
9994,979,1004
9995,979,1001
9996,981,1006
9997,978,1001
9998,975,1005
9999,981,1004
10000,979,1010
