n,Heap (Cache),Tournament Tree (Cache)
2103,120,143
2104,120,141
2105,120,141
2106,120,141
2107,121,142
2108,121,141
2109,122,144
2110,120,141
2111,120,142
2112,121,142
2113,122,147
2114,124,144
2115,123,146
2116,129,145
2117,122,144
2118,121,144
2119,122,147
2120,122,143
2121,125,142
2122,121,143
2123,122,142
2124,122,143
2125,122,143
2126,122,143
2127,123,144
2128,122,143
2129,123,145
2130,125,144
2131,123,145
2132,122,143
2133,122,142
2134,122,144
2135,125,144
2136,123,143
2137,123,143
2138,124,145
2139,123,143
2140,124,146
2141,125,149
2142,125,145
2143,125,145
2144,124,144
2145,124,145
2146,123,144
2147,123,145
2148,125,150
2149,125,145
2150,127,146
2151,128,146
2152,125,145
2153,127,145
2154,125,146
2155,124,145
2156,124,146
2157,124,145
2158,126,146
2159,126,145
2160,125,149
2161,126,147
2162,127,148
2163,128,146
2164,126,146
2165,127,147
2166,127,147
2167,127,152
2168,125,146
2169,125,146
2170,125,146
2171,127,148
2172,128,150
2173,127,148
2174,128,149
2175,128,148
2176,132,147
2177,126,150
2178,127,146
2179,131,149
2180,131,150
2181,130,151
2182,131,149
2183,132,148
2184,131,147
2185,126,148
2186,129,147
2187,128,149
2188,128,148
2189,127,147
2190,127,150
2191,128,149
2192,127,148
2193,127,148
2194,127,149
2195,132,151
2196,130,150
2197,129,150
2198,127,149
2199,129,149
2200,129,149
2201,127,149
2202,130,148
2203,128,149
2204,129,149
2205,130,149
2206,129,151
2207,129,149
2208,130,150
2209,131,149
2210,130,150
2211,129,151
2212,130,151
2213,128,150
2214,131,151
2215,129,151
2216,130,150
2217,130,151
2218,130,151
2219,131,150
2220,132,151
2221,130,152
2222,130,157
2223,131,152
2224,134,153
2225,133,152
2226,133,151
2227,138,151
2228,131,152
2229,132,151
2230,130,153
2231,131,152
2232,132,152
2233,133,151
2234,134,155
2235,133,156
2236,133,153
2237,132,152
2238,131,152
2239,131,153
2240,132,153
2241,132,152
2242,133,152
2243,133,152
2244,133,153
2245,134,155
2246,138,158
2247,133,158
2248,133,153
2249,139,154
2250,132,152
2251,133,154
2252,134,153
2253,132,153
2254,132,153
2255,138,154
2256,134,156
2257,133,153
2258,135,157
2259,133,154
2260,133,158
2261,134,157
2262,135,155
2263,137,154
2264,138,155
2265,141,154
2266,134,155
2267,135,155
2268,137,155
2269,134,156
2270,135,155
2271,137,155
2272,135,155
2273,137,158
2274,136,155
2275,136,155
2276,139,156
2277,134,157
2278,136,156
2279,137,160
2280,136,156
2281,136,157
2282,135,156
2283,136,158
2284,136,166
2285,141,159
2286,137,158
2287,138,157
2288,138,157
2289,137,156
2290,135,157
2291,136,159
2292,138,160
2293,139,157
2294,137,159
2295,137,156
2296,138,157
2297,140,158
2298,137,157
2299,137,158
2300,139,158
2301,139,161
2302,149,160
2303,140,159
2304,138,158
2305,137,159
2306,139,161
2307,139,159
2308,140,159
2309,141,159
2310,137,158
2311,139,158
2312,138,158
2313,137,158
2314,139,158
2315,138,160
2316,139,159
2317,139,159
2318,139,158
2319,138,159
2320,138,159
2321,139,159
2322,141,158
2323,139,160
2324,140,160
2325,140,160
2326,139,160
2327,140,159
2328,139,159
2329,140,159
2330,139,160
2331,140,160
2332,140,161
2333,141,159
2334,140,161
2335,143,161
2336,140,160
2337,141,166
2338,141,163
2339,142,163
2340,143,162
2341,142,161
2342,141,161
2343,140,161
2344,141,164
2345,142,163
2346,144,164
2347,142,162
2348,141,162
2349,139,162
2350,143,161
2351,142,162
2352,141,162
2353,142,162
2354,141,162
2355,142,162
2356,141,165
2357,143,163
2358,142,164
2359,148,163
2360,145,165
2361,144,163
2362,143,162
2363,146,162
2364,142,163
2365,142,162
2366,143,165
2367,144,164
2368,151,165
2369,147,167
2370,146,164
2371,144,163
2372,143,168
2373,147,165
2374,145,164
2375,146,165
2376,146,165
2377,145,165
2378,148,165
2379,144,163
2380,144,164
2381,145,164
2382,144,163
2383,146,166
2384,147,165
2385,147,165
2386,145,165
2387,144,164
2388,145,167
2389,150,168
2390,145,166
2391,146,168
2392,147,166
2393,145,165
2394,145,165
2395,147,166
2396,147,166
2397,146,168
2398,146,166
2399,147,167
2400,146,166
2401,146,165
2402,146,166
2403,149,168
2404,145,168
2405,147,170
2406,146,173
2407,149,166
2408,146,167
2409,147,166
2410,146,167
2411,146,168
2412,147,167
2413,148,169
2414,149,169
2415,148,170
2416,149,167
2417,151,167
2418,147,167
2419,148,168
2420,147,166
2421,147,168
2422,148,170
2423,147,167
2424,148,167
2425,149,169
2426,148,169
2427,149,168
2428,148,169
2429,149,168
2430,148,171
2431,150,168
2432,148,168
2433,148,169
2434,149,169
2435,150,169
2436,149,169
2437,154,170
2438,151,170
2439,149,170
2440,148,170
2441,149,170
2442,150,171
2443,150,169
2444,151,169
2445,149,170
2446,150,170
2447,152,171
2448,149,169
2449,151,171
2450,152,170
2451,151,171
2452,150,170
2453,151,172
2454,149,170
2455,152,170
2456,149,172
2457,151,171
2458,152,170
2459,151,171
2460,151,172
2461,153,172
2462,152,173
2463,152,174
2464,155,174
2465,152,171
2466,152,171
2467,153,173
2468,153,173
2469,154,173
2470,151,172
2471,152,172
2472,152,172
2473,152,173
2474,152,172
2475,153,172
2476,152,175
2477,154,177
2478,155,177
2479,152,175
2480,154,173
2481,153,175
2482,154,175
2483,154,174
2484,152,173
2485,155,175
2486,154,175
2487,155,174
2488,154,173
2489,154,174
2490,159,177
2491,156,176
2492,156,176
2493,154,174
2494,153,174
2495,156,173
2496,154,177
2497,156,177
2498,156,175
2499,154,174
2500,155,174
2501,154,176
2502,161,176
2503,156,178
2504,167,180
2505,155,176
2506,154,174
2507,158,177
2508,155,175
2509,157,177
2510,155,176
2511,157,178
2512,155,176
2513,155,176
2514,158,181
2515,161,188
2516,159,178
2517,155,176
2518,157,175
2519,156,177
2520,157,179
2521,159,178
2522,156,177
2523,161,182
2524,173,182
2525,157,177
2526,155,176
2527,162,180
2528,159,177
2529,159,180
2530,159,179
2531,157,176
2532,157,180
2533,157,178
2534,157,177
2535,156,178
2536,157,177
2537,158,181
2538,158,179
2539,159,180
2540,158,179
2541,162,187
2542,158,180
2543,157,179
2544,159,179
2545,159,179
2546,159,178
2547,158,179
2548,159,178
2549,158,179
2550,165,182
2551,161,179
2552,158,180
2553,160,180
2554,159,182
2555,162,182
2556,159,180
2557,160,179
2558,162,179
2559,158,179
2560,160,180
2561,158,181
2562,159,179
2563,160,180
2564,159,181
2565,159,182
2566,162,182
2567,160,181
2568,161,181
2569,159,180
2570,160,181
2571,161,181
2572,160,181
2573,159,180
2574,162,182
2575,160,181
2576,161,182
2577,161,182
2578,166,197
2579,169,185
2580,164,182
2581,162,182
2582,163,185
2583,175,186
2584,165,185
2585,164,185
2586,165,184
2587,163,184
2588,163,185
2589,178,189
2590,176,184
2591,163,184
2592,162,183
2593,162,182
2594,164,185
2595,164,185
2596,164,185
2597,164,183
2598,162,183
2599,162,183
2600,163,182
2601,162,184
2602,161,185
2603,163,182
2604,163,183
2605,162,184
2606,162,183
2607,163,185
2608,162,183
2609,164,183
2610,163,186
2611,163,187
2612,184,200
2613,164,185
2614,164,186
2615,163,185
2616,165,185
2617,165,187
2618,166,188
2619,168,187
2620,166,185
2621,164,186
2622,165,184
2623,169,190
2624,165,186
2625,166,187
2626,164,186
2627,165,187
2628,166,187
2629,167,186
2630,167,186
2631,165,186
2632,168,187
2633,165,186
2634,166,186
2635,166,187
2636,164,187
2637,166,187
2638,165,187
2639,165,186
2640,166,185
2641,166,187
2642,167,188
2643,168,187
2644,168,188
2645,168,187
2646,166,187
2647,166,187
2648,167,188
2649,178,189
2650,168,187
2651,166,187
2652,167,188
2653,167,188
2654,167,188
2655,167,188
2656,168,188
2657,167,189
2658,167,189
2659,168,190
2660,167,188
2661,169,188
2662,167,188
2663,168,188
2664,169,189
2665,168,189
2666,168,188
2667,169,191
2668,167,189
2669,169,189
2670,169,193
2671,170,190
2672,168,190
2673,168,190
2674,170,191
2675,170,189
2676,170,195
2677,185,198
2678,170,190
2679,168,191
2680,169,193
2681,173,193
2682,174,192
2683,172,197
2684,170,192
2685,173,190
2686,170,192
2687,170,192
2688,172,192
2689,170,192
2690,177,195
2691,171,196
2692,170,197
2693,172,196
2694,171,192
2695,174,193
2696,172,193
2697,171,192
2698,171,192
2699,177,196
2700,172,193
2701,170,193
2702,170,193
2703,172,192
2704,170,193
2705,177,194
2706,172,193
2707,172,194
2708,174,197
2709,176,197
2710,176,197
2711,172,194
2712,173,194
2713,174,197
2714,173,193
2715,173,195
2716,174,196
2717,174,194
2718,172,194
2719,173,196
2720,174,196
2721,173,194
2722,174,195
2723,174,199
2724,173,194
2725,179,203
2726,190,200
2727,178,200
2728,176,196
2729,175,196
2730,178,198
2731,178,198
2732,177,197
2733,177,197
2734,177,199
2735,183,205
2736,175,196
2737,174,197
2738,174,195
2739,175,195
2740,175,196
2741,175,196
2742,173,196
2743,174,197
2744,175,195
2745,174,196
2746,176,196
2747,175,197
2748,182,203
2749,200,208
2750,177,198
2751,180,198
2752,177,197
2753,176,198
2754,179,197
2755,176,197
2756,176,197
2757,175,197
2758,180,198
2759,178,198
2760,178,198
2761,177,203
2762,176,198
2763,178,200
2764,177,199
2765,177,198
2766,177,198
2767,177,202
2768,178,200
2769,177,200
2770,177,198
2771,176,202
2772,180,199
2773,178,199
2774,178,199
2775,177,198
2776,180,199
2777,179,200
2778,179,200
2779,179,201
2780,180,200
2781,177,200
2782,179,201
2783,178,201
2784,186,208
2785,183,205
2786,184,202
2787,180,203
2788,183,204
2789,182,204
2790,185,202
2791,181,204
2792,181,203
2793,181,202
2794,181,202
2795,190,205
2796,180,201
2797,180,200
2798,179,204
2799,180,202
2800,180,201
2801,181,201
2802,179,201
2803,180,202
2804,181,206
2805,180,202
2806,180,202
2807,181,203
2808,180,202
2809,180,203
2810,182,202
2811,180,202
2812,184,202
2813,181,201
2814,179,203
2815,183,204
2816,180,203
2817,181,202
2818,183,202
2819,182,202
2820,189,204
2821,181,209
2822,187,207
2823,186,205
2824,182,204
2825,183,207
2826,184,208
2827,193,218
2828,183,204
2829,184,207
2830,182,204
2831,183,209
2832,183,204
2833,183,206
2834,186,204
2835,182,205
2836,183,207
2837,184,205
2838,184,206
2839,183,205
2840,185,204
2841,183,206
2842,185,205
2843,185,205
2844,186,205
2845,184,205
2846,184,207
2847,185,206
2848,185,206
2849,185,205
2850,185,208
2851,187,208
2852,187,206
2853,187,208
2854,187,205
2855,186,206
2856,185,208
2857,186,207
2858,185,207
2859,184,206
2860,185,208
2861,185,207
2862,184,207
2863,185,207
2864,187,209
2865,190,208
2866,185,207
2867,186,210
2868,188,209
2869,186,210
2870,186,208
2871,187,208
2872,187,208
2873,190,211
2874,194,211
2875,188,217
2876,203,213
2877,192,212
2878,189,213
2879,190,216
2880,192,215
2881,193,213
2882,190,216
2883,192,209
2884,187,209
2885,188,209
2886,188,210
2887,187,213
2888,192,212
2889,191,212
2890,188,210
2891,187,210
2892,189,214
2893,189,215
2894,190,213
2895,191,212
2896,189,217
2897,188,211
2898,192,209
2899,190,211
2900,196,215
2901,194,211
2902,189,213
2903,189,212
2904,189,211
2905,189,215
2906,190,213
2907,189,216
2908,189,212
2909,189,211
2910,189,211
2911,189,212
2912,189,217
2913,190,213
2914,191,212
2915,189,220
2916,190,214
2917,190,213
2918,192,214
2919,191,213
2920,194,212
2921,194,215
2922,190,212
2923,190,213
2924,190,212
2925,192,212
2926,190,213
2927,198,218
2928,194,216
2929,193,213
2930,192,213
2931,191,213
2932,193,214
2933,191,214
2934,191,214
2935,192,213
2936,191,214
2937,191,218
2938,193,214
2939,192,215
2940,192,214
2941,191,215
2942,192,216
2943,192,214
2944,192,214
2945,192,214
2946,191,215
2947,193,216
2948,194,215
2949,193,216
2950,194,216
2951,193,217
2952,196,215
2953,193,215
2954,194,217
2955,195,216
2956,195,216
2957,193,217
2958,194,216
2959,192,215
2960,194,216
2961,196,221
2962,197,229
2963,227,224
2964,197,217
2965,194,218
2966,195,218
2967,193,218
2968,194,216
2969,196,217
2970,196,216
2971,196,218
2972,196,219
2973,194,217
2974,194,218
2975,197,217
2976,194,219
2977,195,219
2978,195,218
2979,194,217
2980,197,217
2981,196,218
2982,196,219
2983,196,219
2984,195,217
2985,197,219
2986,195,218
2987,196,219
2988,197,219
2989,195,221
2990,196,218
2991,196,220
2992,197,218
2993,195,219
2994,198,222
2995,198,221
2996,196,219
2997,196,219
2998,196,219
2999,198,219
3000,196,219
3001,197,225
3002,197,224
3003,198,222
3004,200,220
3005,197,222
3006,198,220
3007,198,223
3008,198,220
3009,198,221
3010,201,225
3011,206,225
3012,204,227
3013,201,224
3014,200,225
3015,201,224
3016,204,225
3017,204,224
3018,203,224
3019,207,229
3020,201,224
3021,201,222
3022,199,221
3023,199,224
3024,199,223
3025,202,222
3026,198,222
3027,200,225
3028,199,223
3029,203,222
3030,201,222
3031,202,224
3032,201,224
3033,199,222
3034,200,224
3035,200,223
3036,200,224
3037,199,223
3038,200,223
3039,202,227
3040,209,227
3041,204,228
3042,204,226
3043,204,226
3044,205,225
3045,203,227
3046,205,227
3047,205,228
3048,207,234
3049,207,227
3050,205,229
3051,206,227
3052,203,229
3053,205,228
3054,205,227
3055,205,227
3056,205,229
3057,207,228
3058,214,233
3059,206,230
3060,207,227
3061,205,227
3062,207,228
3063,207,228
3064,211,232
3065,212,231
3066,210,233
3067,208,236
3068,208,227
3069,204,227
3070,204,228
3071,204,226
3072,206,231
3073,216,230
3074,207,230
3075,205,230
3076,207,230
3077,207,229
3078,207,236
3079,208,231
3080,206,230
3081,231,230
3082,205,229
3083,204,227
3084,204,226
3085,204,230
3086,204,229
3087,205,228
3088,203,228
3089,204,228
3090,205,230
3091,206,228
3092,204,229
3093,205,230
3094,206,229
3095,207,230
3096,206,228
3097,206,228
3098,207,231
3099,206,230
3100,205,229
3101,206,229
3102,207,229
3103,209,236
3104,204,228
3105,206,229
3106,209,230
3107,205,230
3108,206,232
3109,207,231
3110,211,230
3111,207,231
3112,206,230
3113,207,229
3114,215,243
3115,214,233
3116,209,232
3117,206,233
3118,208,237
3119,215,239
3120,212,230
3121,210,236
3122,209,236
3123,214,234
3124,212,234
3125,209,235
3126,209,232
3127,209,233
3128,213,233
3129,210,259
3130,214,232
3131,209,232
3132,211,235
3133,208,231
3134,210,233
3135,209,233
3136,214,250
3137,215,262
3138,213,233
3139,215,234
3140,210,235
3141,210,232
3142,210,236
3143,212,233
3144,214,233
3145,214,231
3146,209,234
3147,210,235
3148,215,237
3149,216,241
3150,211,236
3151,210,236
3152,212,234
3153,210,234
3154,215,233
3155,210,235
3156,211,237
3157,214,240
3158,214,241
3159,217,241
3160,213,234
3161,213,240
3162,219,240
3163,211,236
3164,214,239
3165,213,236
3166,212,235
3167,212,236
3168,212,235
3169,214,246
3170,212,237
3171,215,237
3172,212,235
3173,214,236
3174,213,239
3175,213,237
3176,212,236
3177,212,237
3178,216,238
3179,212,239
3180,214,236
3181,214,235
3182,214,236
3183,218,241
3184,212,237
3185,218,240
3186,216,235
3187,215,238
3188,213,239
3189,220,239
3190,214,237
3191,215,241
3192,216,238
3193,218,238
3194,218,239
3195,218,244
3196,220,242
3197,233,242
3198,217,242
3199,218,242
3200,220,243
3201,219,241
3202,220,240
3203,226,248
3204,219,244
3205,217,240
3206,217,239
3207,217,241
3208,219,241
3209,215,238
3210,217,242
3211,222,258
3212,219,239
3213,219,246
3214,218,245
3215,219,242
3216,220,242
3217,244,245
3218,221,256
3219,220,242
3220,219,240
3221,219,241
3222,216,240
3223,218,240
3224,217,241
3225,218,239
3226,220,247
3227,217,240
3228,217,243
3229,219,239
3230,221,241
3231,218,241
3232,218,241
3233,218,240
3234,220,240
3235,218,242
3236,217,242
3237,217,241
3238,219,242
3239,220,242
3240,219,243
3241,217,242
3242,220,242
3243,218,243
3244,219,244
3245,218,242
3246,219,242
3247,219,245
3248,221,243
3249,224,250
3250,223,244
3251,220,242
3252,218,244
3253,218,244
3254,222,244
3255,221,245
3256,220,246
3257,219,244
3258,221,248
3259,223,243
3260,220,245
3261,220,248
3262,220,243
3263,225,246
3264,221,244
3265,219,246
3266,223,247
3267,223,245
3268,222,245
3269,221,245
3270,222,244
3271,225,246
3272,222,246
3273,223,246
3274,224,249
3275,228,250
3276,223,247
3277,222,246
3278,223,247
3279,226,249
3280,224,246
3281,222,246
3282,224,246
3283,223,249
3284,227,247
3285,226,246
3286,225,252
3287,243,254
3288,229,249
3289,227,253
3290,228,251
3291,228,252
3292,229,249
3293,227,248
3294,226,252
3295,232,257
3296,225,247
3297,223,246
3298,225,247
3299,224,256
3300,227,251
3301,224,251
3302,231,250
3303,245,256
3304,224,251
3305,226,254
3306,243,259
3307,235,252
3308,226,251
3309,227,253
3310,230,251
3311,227,252
3312,227,249
3313,225,249
3314,226,248
3315,225,248
3316,226,248
3317,225,249
3318,225,254
3319,227,257
3320,231,251
3321,226,248
3322,230,250
3323,227,253
3324,226,251
3325,226,252
3326,225,249
3327,228,251
3328,228,249
3329,229,249
3330,229,251
3331,229,251
3332,226,251
3333,230,250
3334,227,252
3335,234,254
3336,236,254
3337,236,258
3338,231,254
3339,231,259
3340,235,258
3341,236,256
3342,232,263
3343,232,255
3344,227,253
3345,228,251
3346,229,254
3347,230,254
3348,232,253
3349,229,252
3350,231,252
3351,229,259
3352,232,252
3353,231,254
3354,231,254
3355,230,256
3356,230,253
3357,228,254
3358,230,255
3359,232,256
3360,232,255
3361,231,255
3362,231,255
3363,239,259
3364,231,256
3365,230,254
3366,236,252
3367,235,259
3368,254,268
3369,237,259
3370,235,257
3371,234,265
3372,235,258
3373,247,256
3374,241,259
3375,237,267
3376,232,254
3377,232,255
3378,232,254
3379,231,257
3380,234,260
3381,233,255
3382,233,258
3383,238,263
3384,247,259
3385,231,256
3386,236,258
3387,234,258
3388,234,258
3389,234,256
3390,233,256
3391,234,263
3392,236,259
3393,233,258
3394,235,257
3395,235,260
3396,237,259
3397,236,258
3398,233,257
3399,234,258
3400,235,260
3401,233,256
3402,236,260
3403,234,257
3404,234,258
3405,234,257
3406,233,258
3407,233,263
3408,233,262
3409,236,257
3410,235,260
3411,243,258
3412,238,262
3413,236,261
3414,235,259
3415,237,259
3416,234,258
3417,235,258
3418,238,264
3419,235,261
3420,237,259
3421,235,259
3422,235,261
3423,235,260
3424,235,259
3425,235,264
3426,238,260
3427,239,262
3428,238,260
3429,238,259
3430,238,262
3431,237,261
3432,240,262
3433,238,262
3434,239,263
3435,238,260
3436,243,265
3437,239,261
3438,240,260
3439,241,260
3440,235,268
3441,238,260
3442,247,272
3443,247,271
3444,241,262
3445,240,263
3446,239,260
3447,237,265
3448,238,263
3449,237,262
3450,239,261
3451,237,260
3452,240,262
3453,240,263
3454,243,262
3455,251,278
3456,244,270
3457,239,261
3458,239,261
3459,241,263
3460,242,279
3461,250,274
3462,248,269
3463,246,268
3464,245,269
3465,243,269
3466,252,265
3467,247,269
3468,246,289
3469,246,262
3470,241,261
3471,240,270
3472,246,270
3473,249,269
3474,241,274
3475,241,264
3476,243,264
3477,240,265
3478,241,274
3479,240,270
3480,242,271
3481,245,269
3482,248,270
3483,245,265
3484,244,270
3485,243,265
3486,247,265
3487,241,265
3488,244,268
3489,246,273
3490,244,270
3491,244,270
3492,247,266
3493,247,265
3494,244,266
3495,241,267
3496,249,265
3497,246,269
3498,247,272
3499,245,267
3500,244,268
3501,242,270
3502,244,271
3503,244,275
3504,247,265
3505,252,265
3506,254,266
3507,245,268
3508,250,273
3509,250,268
3510,245,271
3511,246,272
3512,251,273
3513,251,269
3514,244,271
3515,247,269
3516,246,276
3517,251,284
3518,260,268
3519,248,269
3520,243,268
3521,246,268
3522,248,270
3523,245,269
3524,244,269
3525,246,268
3526,245,267
3527,245,273
3528,245,269
3529,245,271
3530,247,275
3531,247,268
3532,246,273
3533,247,270
3534,245,271
3535,246,273
3536,245,271
3537,250,271
3538,246,272
3539,253,285
3540,246,272
3541,246,271
3542,247,270
3543,248,272
3544,268,283
3545,247,276
3546,254,273
3547,251,285
3548,253,277
3549,252,283
3550,252,274
3551,249,272
3552,246,270
3553,247,270
3554,249,277
3555,250,277
3556,247,270
3557,248,274
3558,250,273
3559,247,272
3560,247,271
3561,249,274
3562,250,273
3563,252,275
3564,251,274
3565,250,271
3566,251,273
3567,249,273
3568,250,279
3569,253,280
3570,252,273
3571,250,271
3572,249,273
3573,252,278
3574,254,276
3575,250,275
3576,249,274
3577,249,274
3578,251,285
3579,255,282
3580,262,278
3581,252,274
3582,249,279
3583,249,277
3584,249,276
3585,250,273
3586,251,279
3587,255,280
3588,256,283
3589,252,276
3590,254,275
3591,251,276
3592,251,276
3593,259,279
3594,259,277
3595,255,275
3596,252,275
3597,254,282
3598,256,276
3599,256,282
3600,257,282
3601,252,280
3602,274,288
3603,253,277
3604,252,278
3605,256,281
3606,253,278
3607,258,282
3608,255,279
3609,255,278
3610,257,278
3611,255,277
3612,259,281
3613,256,277
3614,255,278
3615,253,277
3616,259,275
3617,256,277
3618,255,281
3619,255,275
3620,254,277
3621,255,279
3622,254,278
3623,255,281
3624,254,278
3625,256,282
3626,258,283
3627,252,279
3628,254,281
3629,255,280
3630,254,278
3631,255,280
3632,255,278
3633,255,282
3634,257,279
3635,256,282
3636,256,279
3637,255,281
3638,254,283
3639,257,283
3640,257,279
3641,258,280
3642,262,279
3643,258,278
3644,255,282
3645,258,281
3646,258,280
3647,257,282
3648,260,279
3649,258,282
3650,262,281
3651,257,282
3652,262,285
3653,257,282
3654,254,284
3655,257,283
3656,255,281
3657,257,281
3658,259,283
3659,257,282
3660,258,282
3661,261,281
3662,257,283
3663,259,282
3664,261,286
3665,261,282
3666,261,285
3667,259,283
3668,261,282
3669,259,289
3670,261,283
3671,259,283
3672,260,281
3673,259,282
3674,259,283
3675,262,285
3676,266,284
3677,259,284
3678,261,284
3679,262,292
3680,266,283
3681,263,283
3682,261,284
3683,262,287
3684,272,292
3685,264,289
3686,263,288
3687,264,291
3688,270,288
3689,263,291
3690,267,298
3691,268,291
3692,267,289
3693,265,287
3694,266,289
3695,266,290
3696,264,290
3697,266,289
3698,274,299
3699,261,285
3700,262,289
3701,263,287
3702,262,287
3703,261,287
3704,263,285
3705,263,286
3706,264,288
3707,264,286
3708,262,289
3709,264,286
3710,265,289
3711,261,288
3712,264,285
3713,262,285
3714,266,287
3715,263,287
3716,263,289
3717,269,289
3718,263,287
3719,262,290
3720,264,287
3721,263,288
3722,264,288
3723,264,288
3724,263,287
3725,269,291
3726,264,286
3727,264,289
3728,266,289
3729,266,286
3730,267,292
3731,266,291
3732,264,289
3733,267,292
3734,265,298
3735,265,289
3736,266,287
3737,265,288
3738,267,288
3739,266,289
3740,287,295
3741,265,289
3742,267,289
3743,265,291
3744,266,290
3745,265,291
3746,266,290
3747,265,291
3748,265,291
3749,266,294
3750,269,291
3751,267,293
3752,267,295
3753,266,289
3754,268,291
3755,266,290
3756,268,290
3757,267,291
3758,269,290
3759,268,294
3760,278,293
3761,268,296
3762,278,301
3763,279,292
3764,274,297
3765,276,295
3766,268,297
3767,286,301
3768,275,297
3769,272,298
3770,277,297
3771,277,306
3772,270,292
3773,271,293
3774,273,294
3775,270,293
3776,271,293
3777,269,293
3778,270,293
3779,268,298
3780,269,295
3781,271,294
3782,270,293
3783,272,296
3784,269,292
3785,268,291
3786,272,295
3787,272,293
3788,270,295
3789,271,294
3790,269,296
3791,269,294
3792,270,293
3793,270,293
3794,273,294
3795,273,294
3796,270,296
3797,271,304
3798,270,296
3799,270,296
3800,270,295
3801,272,295
3802,272,295
3803,270,295
3804,272,297
3805,272,294
3806,281,294
3807,280,296
3808,273,295
3809,272,297
3810,276,296
3811,280,298
3812,274,296
3813,273,298
3814,273,297
3815,275,297
3816,272,300
3817,272,297
3818,276,302
3819,271,295
3820,273,300
3821,274,298
3822,275,296
3823,273,299
3824,277,299
3825,273,296
3826,281,300
3827,278,298
3828,276,302
3829,278,302
3830,276,305
3831,274,301
3832,275,301
3833,274,298
3834,279,302
3835,276,299
3836,275,298
3837,276,300
3838,274,296
3839,274,299
3840,279,299
3841,275,300
3842,277,298
3843,275,300
3844,277,300
3845,278,301
3846,279,302
3847,276,301
3848,278,302
3849,279,303
3850,278,308
3851,276,299
3852,278,301
3853,277,303
3854,276,300
3855,278,305
3856,276,298
3857,278,299
3858,280,299
3859,277,298
3860,275,299
3861,279,303
3862,277,302
3863,277,303
3864,278,300
3865,276,303
3866,282,301
3867,278,303
3868,277,302
3869,283,312
3870,287,307
3871,283,306
3872,279,301
3873,280,301
3874,282,303
3875,281,309
3876,285,308
3877,282,304
3878,278,305
3879,281,304
3880,281,303
3881,278,305
3882,281,303
3883,289,302
3884,279,303
3885,282,303
3886,279,303
3887,279,304
3888,281,307
3889,279,304
3890,283,306
3891,279,302
3892,280,303
3893,280,307
3894,283,304
3895,281,306
3896,281,303
3897,278,305
3898,282,308
3899,281,302
3900,281,303
3901,282,307
3902,280,304
3903,284,306
3904,281,304
3905,281,304
3906,282,307
3907,282,306
3908,282,311
3909,281,307
3910,283,311
3911,282,308
3912,284,306
3913,283,305
3914,283,305
3915,283,317
3916,300,322
3917,282,307
3918,283,310
3919,286,309
3920,286,307
3921,283,308
3922,283,308
3923,281,307
3924,283,309
3925,283,313
3926,297,316
3927,294,312
3928,286,313
3929,282,314
3930,287,307
3931,284,306
3932,283,309
3933,284,309
3934,290,310
3935,286,312
3936,286,307
3937,287,308
3938,290,313
3939,288,309
3940,284,309
3941,286,312
3942,284,311
3943,283,311
3944,285,309
3945,285,310
3946,287,310
3947,285,309
3948,286,309
3949,287,309
3950,288,309
3951,287,310
3952,284,309
3953,287,308
3954,286,311
3955,286,310
3956,287,310
3957,296,311
3958,286,310
3959,287,313
3960,289,312
3961,286,318
3962,290,311
3963,286,308
3964,287,311
3965,287,309
3966,288,321
3967,288,311
3968,289,311
3969,286,310
3970,291,311
3971,288,312
3972,287,311
3973,288,312
3974,290,314
3975,287,313
3976,286,311
3977,288,311
3978,293,314
3979,287,312
3980,287,325
3981,292,318
3982,291,316
3983,290,313
3984,291,312
3985,290,313
3986,289,314
3987,289,314
3988,296,317
3989,289,317
3990,294,317
3991,292,317
3992,289,311
3993,292,318
3994,289,314
3995,293,314
3996,289,318
3997,295,317
3998,289,313
3999,289,316
4000,290,313
4001,291,314
4002,295,319
4003,292,316
4004,291,315
4005,292,316
4006,290,317
4007,290,317
4008,296,316
4009,292,316
4010,294,315
4011,291,315
4012,293,315
4013,291,316
4014,292,316
4015,292,317
4016,293,315
4017,294,316
4018,294,319
4019,291,316
4020,294,317
4021,291,320
4022,291,319
4023,291,320
4024,292,317
4025,293,316
4026,296,317
4027,296,318
4028,294,318
4029,296,318
4030,294,316
4031,294,318
4032,294,316
4033,293,318
4034,300,318
4035,295,323
4036,294,318
4037,295,320
4038,297,317
4039,295,320
4040,296,318
4041,294,318
4042,300,318
4043,295,320
4044,294,318
4045,297,317
4046,294,320
4047,295,320
4048,296,317
4049,294,318
4050,296,319
4051,295,319
4052,304,319
4053,296,320
4054,295,323
4055,294,322
4056,296,319
4057,295,320
4058,296,321
4059,295,320
4060,296,319
4061,296,319
4062,295,320
4063,295,320
4064,295,321
4065,295,322
4066,299,321
4067,302,321
4068,296,324
4069,296,324
4070,298,323
4071,296,325
4072,297,321
4073,299,324
4074,301,321
4075,305,324
4076,299,325
4077,297,321
4078,297,323
4079,300,322
4080,298,322
4081,298,322
4082,301,325
4083,297,323
4084,297,328
4085,307,328
4086,304,324
4087,297,325
4088,298,323
4089,302,327
4090,303,325
4091,300,325
4092,299,324
4093,299,324
4094,301,324
4095,300,328
4096,299,324
4097,304,327
4098,298,326
